Vải mịn nên mặc lâu vẫn thấy dễ chịu. Bù_lại, Voucher nghèo nên cảm_giác không hời.	Fashion	1	1
Đường_may gọn nên tổng thể nhìn khá chỉn_chu. Tuy_nhiên, Phí_ship đắt làm mình chùn tay.	Fashion	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng. Tuy nhiên, Tiki giá đắt ae ạ đặt_hàng 50 k lên tận 400 k tiki kiểu j đấy bịp à	App	1	1
Vải mịn nên mặc lâu vẫn thấy dễ chịu mà giá_tiền như vậy là chưa đáng.	Fashion	1	1
quá nhiều quảng_cáo dùng app khác quảng_cáo đều nhảy qua lazada	App	0	0
app hai quá hay quá đặt_hàng 2 3 tiếng là giao rồi	App	1	1
app hai quá hay quá đặt_hàng 2 3 tiếng là giao rồi	Ship	1	1
cảm_ơn shop . chắc_chắn sẽ quay lại lần nữa	Service	1	1
đảm_bảo i hình luon	General	1	1
sóng căng vứt	Electronics	1	1
Bàn_phím gõ êm và độ nảy khá tốt. Trái_lại, Nhân_viên nói chuyện khó chịu nên mình ngại hỏi thêm.	Electronics	1	1
mua tiện_lợi giá hợp_lý	Price	1	1
Củ_sạc đi kèm dùng ổn và vào điện nhanh. Bù_lại, Phục_vụ lạnh_nhạt nên trải_nghiệm rất tụt mood.	Service	0	0
Form may rộng thùng_thình nên nhìn rất dừ. Bù_lại, Tầm_giá này mua khá hời.	Price	1	1
phần_mềm mua_sắm tiện_lợi uy_tín mọi người nên tải về sử_dụng	App	1	1
app tối 99	App	1	1
bị khóa tài_khoản lần đầu dùng ứng_dụng	App	0	0
chơi game khá mượt (điều mình thích nhất ở vivo y11) , hình ảnh camera thì không bằng samsung galaxy j7 prime mặc dù đều là 13 mega pixel và 8 mega pixel, với những app nước ngoài như naver thì xử lí khá chậm còn lại mọi thứ khá ổn so với giá thành, ah còn dung lượng hệ thống quá nhiều, 32G chỉ khả dụng gần 20G, xem như tạm ổn.	App	0	0
Sản phẩm qua gọn trong tầm giá pin châu câu hịnh gọn . Rất hài lòng ae nào chiến gmae thiua nhẹ đất ok đã trại ghiep hơn 1t	Electronics	1	1
áo như hình tuy thời_gian giao hành lâu nhưng không sao	Fashion	1	1
rất nhiều voucher nếu cho tôi đánh_giá thì tôi sẽ đánh_giá 10	Price	1	1
Vải mịn nên mặc lâu vẫn thấy dễ chịu; còn giá hơi chát so với kỳ_vọng.	Fashion	1	1
Quần bị chật phần hông nên đi lại khó; còn voucher nhiều nên tổng tiền xuống khá đẹp.	Price	1	1
Vải mịn nên mặc lâu vẫn thấy dễ chịu nhưng phí_ship cao nên tổng đơn bị chát.	Fashion	1	1
mình mua sản_phẩm còn được shop tặng thêm món quà nhỏ rất dễ_thương	General	1	1
mình mua sản_phẩm còn được shop tặng thêm món quà nhỏ rất dễ_thương	Service	1	1
Đã có bản cập nhật mới fix các lổi camera trước zoom bị tím màn hình, pin và camera cải thiện rõ rệt, hiệu năng tăng. Rất đáng đồng tiền. Trừ khi bạn mua sách tay hay hàng củ. Còn mua chính hãng mà thích spen thì mua con này là nhất	App	1	1
sài messenger bị giật giật.mong phan hoi từ nhan vien.mang rat manh và ko co ứng dụng ngầm mà vẫn giật	App	0	0
tặng toii thêm vài cái voucher nx đi	Price	1	1
Wifi bắt ổn nên xem video không bị đứt; còn shop phản_hồi chậm nên mình đợi khá mệt.	Electronics	1	1
Quần bị chật phần hông nên đi lại khó. Tuy_nhiên, Tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Giày đi êm chân và phối đồ dễ. Xét_về_mặt_khác, Voucher nghèo nên cảm_giác không hời.	Fashion	1	1
trời ơi nhận được hàng mà nhảy_cẫng lên luôn y , hàng đẹp kinh_khủng luôn	General	1	1
Phiên bản nâng cấp của A5s , không khác A5s bao nhiêu , được cái rậm và rợm nhiều hơn . Chíp P35 tối ưu hóa pin rất tốt , phần mềm tương đối cùng mượt , mới tấc vụ cơ bản thì ok , những người lớn tuổi phù hợp với điện thoại này lóa to và rõ	Electronics	1	1
Giày đi cấn chân và form bị bè ngang; còn giá_tiền như vậy là quá ổn.	Price	1	1
Pin tụt nhanh nên phải sạc liên_tục. Trái_lại, Shop giữ lời nên mình thấy khá tin_tưởng.	Service	1	1
Ko biết mấy bạn chê ở điểm nào, bản cập nhật mới nhất giải quyết rất tốt khâu vân tay dưới chuột. Sạc nhanh hơn 1h là full thì đòi hỏi gì nữa mấy chế	App	1	1
Mình dùng hơn 1 tháng, bị rơi từ 1m úp xuống đất nhưng không sao, game mượt, hàng rất tốt so với giá, yên tâm vì bảo hành 18th, khuyên các bạn mua	Service	1	1
Wifi bắt yếu nên gọi video hay chập_chờn mà phục_vụ lịch_sự nên trải_nghiệm mua dễ chịu.	Service	1	1
Vải khá mỏng nên mặc dễ lộ. Bù_lại, Tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng giá các sản_phẩm cao hơn các trang mua_sắm khác	App	1	1
Đường_may gọn nên tổng thể nhìn khá chỉn_chu. Bù_lại, Giá_tiền như vậy là chưa đáng.	Fashion	1	1
Đáng tiền hơn 2 con pro với pro max
Màn hình ko bị rỗ như con XR, trãi nghiệm tốt	Electronics	1	1
quần đợt 1 đặt thì vải đẹp dáng quần đẹp cũng vừa chân	Fashion	1	1
Wifi bắt ổn nên xem video không bị đứt; còn cửa_hàng xử_lý thiếu trách_nhiệm nên rất bực.	Electronics	1	1
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%.
Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	Ship	0	0
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%.
Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	Electronics	0	0
Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Ổ_cứng qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%.
Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.	App	0	0
sendo làm_ăn mata uy_tín	Service	1	1
Pin tụt nhanh nên phải sạc liên_tục. Tuy_nhiên, Cửa_hàng xử_lý ổn nên mình không phải chờ lâu.	Electronics	0	0
phần_mềm hay lắm tôi làm được rồi nhưng mọi người đừng tải khó sài lắm	App	1	0
Wifi bắt ổn nên xem video không bị đứt. Tuy_nhiên, Shop phản_hồi chậm nên mình đợi khá mệt.	Electronics	1	1
Vải mặc mát và sờ rất êm nhưng giá_tiền như vậy là chưa đáng.	Price	0	0
Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màng hình ,camerra tốt phù hợp cho học sinh ,sv.những ng sử dụng ứng dụng nhẹ ,nhược điểm thì mau tụt pin,nhìu chức năng còn hạn chế,chiến game còn yếu thỉnh thoảng đơ ,sóng ănten ko đc mạnh,tầm_giá thì hơi cao so vs chất lượng đáng 6tr đổ xuống	App	0	0
vừa mua 1 em này ở tgdd ngã 3 thết bị điện đông anh. nói chung nhân viên nhiệt tình. cực hài lòng. còn về máy vừa lướt xem phim chưa biết như nào nhưng pin cứ 3p tụt 1%. ☺️ ☺️	Electronics	0	0
Vsmart joy 3 nhà sản xuất đã gửi bản cập nhật sửa chữa các tính năng r nha các bạn bắt wifi bao mạnh	App	1	1
Vsmart joy 3 nhà sản xuất đã gửi bản cập nhật sửa chữa các tính năng r nha các bạn bắt wifi bao mạnh	Electronics	1	1
rất tốt vì có bán xu và tiền cổ nên cho 5 sao	Price	1	1
Mình có 1 số nhận xét về máy như sau :
Ưu điểm
1: nhân viên ở khu cầu xéo longg thành đồng nai tư vấn khá nhiệt tình và chu đáo 
2: máy to đẹp đúng như mình mong muốn 
 3: cam rất đẹp thấy màn bảo mờ chứ mình thấy khá ổn và rõ chụp gần xa gì các đẹp 
Nhược điểm:  pin tụt khá nhanh khi để ko ( chơi lq trận 20' mất 5% , nhưng sáng mình sạc 100% lên CTY chưa làm gì nhìn lại còn 99, 98 % ( khi ở chế độ mạng dữ liệu ) còn wiffi thì thấy gần 1h mới mất 1%. ) .ko biết MN như nào chứ mình thì như vậy đó	Service	1	1
ứng_dụng mua hàng tiện_lợi rất nhiều voucher giảm_giá xâu	Price	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng. Còn Giá 11tr ( hài ) loại này giá khoảng 6tr cao nhất rồi	App	1	1
quần siêu cute	Fashion	1	1
Dép đi trơn và quai khá cấn mà giá_tiền như vậy là quá ổn.	Price	1	1
Mới mua sáng nay ak ak. Nơi chung là oke. KB sau thì thế nào. E NV tư vấn bán hàng nhẹ nhàng, nhiệt tình, chu đáo. Cho 5* . Sau 1 tháng sẽ rv lại cho ae. Kkk	Service	1	1
chị bán hàng đáng yêu	General	1	1
còn có quà cho khách	Service	1	1
App hay lag nên mỗi lần đặt đồ đều hơi bực. Tuy_nhiên, Shipper gọi trước nên nhận hàng rất chủ_động.	Ship	1	1
trải_nghiệm mua_sắm tốt tiện_lợi giá_cả cạnh_tranh shopee giải_quyết các vấn_đề trục_trặc phát_sinh phù_hợp tạo sự tin_tưởng cho khách_hàng cảm_ơn	Service	1	1
Mình cũng vừa tậu em nó hôm qua. Rất ok, 5* cho sản phẩm và nhân viên bán hàng nhé	Service	1	1
vừa có bản cập nhật mới cải thiện vân tay nhanh quá thích ghê.cảm ứng rất mượt đặt biệt la vân tay cải thiện rất đáng để	App	1	1
Vải hơi thô và mặc bí người; còn voucher áp vào giảm được kha_khá.	Price	1	1
Từ khi cập nhật phần mềm thì chậm như rùa bò không thể chơi được game; còn mượt, phiên bản gold rất sang, nhân viên tại Tgdd tại Nha Trang lại tư vấn nhiệt tình	Service	1	1
shop gói hàng kĩ ghê , xé hơi mệt	General	1	1
tốt đáng để trải_nghiệm dễ thao_tác giá hời	Price	1	1
Dép đi trơn và quai khá cấn mà tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Bàn_phím gõ êm và độ nảy khá tốt. Tuy_nhiên, Phục_vụ lạnh_nhạt nên trải_nghiệm rất tụt mood.	Electronics	1	1
Mới mua dk 3 ngày xài OK với tầm giá a em nên mua xài đi vài bữa hết máy mới đó.	Electronics	1	1
yêu mỗi app này tiện mà_còn săn được đồ 0 đ nx	App	1	1
Đường_may gọn nên tổng thể nhìn khá chỉn_chu. Tuy_nhiên, Tầm_giá này bỏ ra hơi tiếc.	Fashion	1	1
kể_ra ngực mà to lên 1 size nữa thì mặc hơi bị đẹp luôn	Fashion	1	1
yêu mỗi phần_mềm này tiện mà_còn săn được đồ 0 đ nx	App	1	1
Rất mượt, Rất ok ạ, nói chug tiền nào của nấy.  Nhưg sau 3 thág, pin tuột 2%, còn có 98%. Xài củ sạc nhah đi kèm máy.	Electronics	1	1
Giày đi êm chân và phối đồ dễ mà mã_giảm_giá ít nên vẫn thấy đắt.	Fashion	1	1
Camera lấy nét chậm nên ảnh dễ bệt. Xét_về_mặt_khác, Shop giữ lời nên mình thấy khá tin_tưởng.	Service	1	1
Cập_nhật mới giúp app chạy đỡ giật hẳn. Bù_lại, Shipper gọi muộn rồi giao còn khá cẩu_thả.	App	1	1
Cập_nhật mới giúp app chạy đỡ giật hẳn. Trái_lại, Đơn_hàng về trễ nên trải_nghiệm tụt hẳn.	App	1	1
Theo e đánh giá máy tốt .mở 4g từ 6h30 tối .em lên Youtube xem đến 5h30 sáng pin còn khoãn 33% .game liên quân .pubg Mobi .rất mượn .chụp hình e ko xài .chỉ yêu game thôi .máy như thế quá ngon rồi .còn mấy bạn thấy sao mình ko bít .máy mình ko cập nhật hệ thông .còn nguyên zin zin y xì	Electronics	1	1
đợt này thấy lần_giao_đầu được báo trước rõ nên nhận hàng thuận tiện, vậy là ổn	Ship	1	1
Nhân viên tư vấn bán hàng nhiệt tình. Phải nói là ip xài rất ngon luôn. Chụp hình nghe nhạc tất cả đều ok. Pin tạm ổn. Khuyên mọi người nên mua sử dụng	Service	1	1
mình thấy kiểu dáng của ip11 cũng rất đẹp,giá tiền hợp lý trong bộ 3 ip,chỉ có màn hình là bị cắt giảm chưa hợp lý lắm.	Electronics	1	1
Cập_nhật mới giúp app chạy đỡ giật hẳn mà giao_hàng quá ẩu nên nhận món hơi nản.	App	1	1
Nhanh hết pin.thua pin 3000 của Huawei
Lên cửa hàng hỏi thì nhận được trả lời.giờ máy nào dùng nhiều cũng nhanh hết pin	Service	1	0
Samsung đã biết nhận ra điểm yếu của mình rồi , tấm nền amoled dùng cho màng 6.5 hd+ thì nhìn rỗ và nhem màu ở cạnh viền cửa sổ app và màng hình , còn các tấm nền phổ thông dùng cho màng 6.5 hd+ thì lại ko bị các lỗi đó , đem chất lượng tốt tới còn hơn là ép người dùng sử dụng theo nhu cầu :))	App	1	0
mấy app kia shiper đứng ngoài đầu hẻm gọi mình ra còn shiper tiki đứng trc cửa kêu mình dậy lấy bàn_phím lun	Electronics	1	1
phần_mềm shopee mua_sắm rất tiện_lợi và rất tốt	App	1	1
Ram giữ tác_vụ ổn nên ít phải tải lại. Bù_lại, Phục_vụ lạnh_nhạt nên trải_nghiệm rất tụt mood.	Electronics	1	1
nói_chung là e nhìn là mê áo rồi đó do	Fashion	1	1
app mua_bán hàng uy_tín	App	1	1
app mua_bán hàng uy_tín	General	1	1
tiki là 1 phần_mềm rất hay có nhiều đồ để mua	App	1	1
Vải khá mỏng nên mặc dễ lộ; còn giá dễ thở nên mua lại vẫn thấy hợp.	Price	1	1
áo y_như hình , vải hơi mỏng xíu và dây áo dơ	Fashion	1	0
_VỀ SẢN PHẪM:
Sản phẫm tốt trong tầm giá
Game rất mượt..đôi lúc loag do k ăn mạng
Củ_sạc khoẻ..
_VỀ TGDD:
Nhân viên nhiệt tình, chu đáo, vui vẻ và hái hước, dể thương
Sản phẫm nhập về rất tốt rất nhanh..đến sưa thị là nhận ngay
Nói chung mọi thứ rất tốt...k chê j đc
Very Good	Electronics	1	1
cực_kỳ đẹp tuy_nhiên khi mua nên inb shopee hỏi size trc vì có_thể chênh_lệch giữa các mẫu	Fashion	1	1
11 1 2026 khá hài_lòng khi chọn mua sản_phẩm tuy còn có những sản_phẩm chưa được ưng_ý về mọi mặt nhưng nhìn_chung thì tương_đối hài_lòng và các chính_sách đổi trả nhanh_chóng thuận_tiện sau một thờigian dùng app từ 2020 đến nay đã sang năm thứ_sáu 2026 hi_vọng shopee sẽ cải_thiện về chất_lượng sản_phẩm hơn_nữa cũng như các chương_trình khuyến_mãi dành cho khách_hàng và giao hàng cẩn_thận chuyên_nghiệp hơn_nữa 2 2 2026 vừa nhận hàng rất là hài_lòng nên lại gửi tặng shopee 5 sao nữa về chất_lượng	Service	1	1
11 1 2026 khá hài_lòng khi chọn mua sản_phẩm tuy còn có những sản_phẩm chưa được ưng_ý về mọi mặt nhưng nhìn_chung thì tương_đối hài_lòng và các chính_sách đổi trả nhanh_chóng thuận_tiện sau một thờigian dùng app từ 2020 đến nay đã sang năm thứ_sáu 2026 hi_vọng shopee sẽ cải_thiện về chất_lượng sản_phẩm hơn_nữa cũng như các chương_trình khuyến_mãi dành cho khách_hàng và giao hàng cẩn_thận chuyên_nghiệp hơn_nữa 2 2 2026 vừa nhận hàng rất là hài_lòng nên lại gửi tặng shopee 5 sao nữa về chất_lượng	Ship	1	1
mặc kèm áo giữ nhiệt sẽ rất ấm	Fashion	1	1
manager quán mà_lại không hề biết về dkien sử_dụng e voucher từ shopee	Price	0	0
cực_kỳ đẹp tuy_nhiên khi mua nên inb shop hỏi size trc vì có_thể chênh_lệch giữa các mẫu	Fashion	1	1
Sản phẩm đẹp hiệu năng chưa trải nghiệm hết nên chưa biết. Nhân viên khỏi nói. Vui tính.nhiệt tình.tận tâm với khách hàng.Mới lấy linh_kiện_điện_tử lúc tối tại ĐMX _ TL43 _ Bình Chiểu (đối diện ủy ban)
Bạn trang nhân viên xinh gái vui tính nhiẹt tình.
Thích bạn ấy mất cơ.hihi	Electronics	1	1
Vân_tay nhận chậm nên mở máy hay hụt nhịp. Bù_lại, Shop giữ lời nên mình thấy khá tin_tưởng.	Service	1	1
app mua_bán y_tín	App	1	1
